Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,zipcode,pop2016,pop2010,pop2000,cost_living_index (US avg. = 100),land_area (sq.mi.),water_area (sq.mi.),pop_density (people per mile),median house value,median monthly owner costs (with mortgage),median gross rent,median asking price for vacant for-sale home/condo,Number of Homes,Count of Abnb,Density of Abnb (%)
1,1,3,Atlanta,4,14,103,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,130,35,N,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,3,37,74,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,1,Atlanta,2,13,70,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,2,1,Atlanta,2,16,90,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,2,3,Atlanta,6,6,169,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,1,12,27,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,3,100,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,3,5,Atlanta,10,16,312,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,4,100,N,30303,6671,5934,3744,101.1,1,0,6386,167152,1329,773,239890,2668.4,5,0.187378204
1,1,2,Atlanta,4,57,85,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,2,17,41,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,3,Atlanta,6,5,249,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,168,85,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,4,3,90,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,4,16,85,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,16,99,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,3,50,Y,30315,34193,33857,40288,96.4,11.3,0,3022,101446,1177,824,156424,13677.2,15,0.10967157
1,1,1,Atlanta,3,20,67,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,6,119,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,2,1,Atlanta,4,17,73,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,50,60,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,29,65,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,2,2,Atlanta,3,73,130,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,42,44,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
2,2,3,Atlanta,4,14,115,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,2,2,Atlanta,4,111,125,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
2,3,3,Atlanta,7,23,98,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,3,5,55,Y,30315,34193,33857,40288,96.4,11.3,0,3022,101446,1177,824,156424,13677.2,15,0.10967157
1,1,1,Atlanta,2,10,65,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,6,Atlanta,10,7,89,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,1,Atlanta,2,116,68,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,3,3,Atlanta,6,38,105,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,5,13,150,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,2,4,Atlanta,6,4,149,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,3,149,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,56,50,Y,30315,34193,33857,40288,96.4,11.3,0,3022,101446,1177,824,156424,13677.2,15,0.10967157
1,1,1,Atlanta,2,72,95,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,4,49,63,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,2,2,Atlanta,5,9,71,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,2,8,54,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,4,115,55,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,3,5,70,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,3,38,98,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,3,Atlanta,4,16,249,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Decatur,2,4,35,Y,30032,49422,47222,59912,95,13.6,0,3624,99004,1122,919,124282,19768.8,2,0.010116952
1,1,1,Atlanta,4,82,59,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,12,100,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,35,58,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,4,4,235,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,3,3,Atlanta,7,30,230,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,45,75,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,3,6,Atlanta,8,24,150,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,3,7,105,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,1,1,Atlanta,2,3,65,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,15,80,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,2,2,Atlanta,4,69,189,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,5,Atlanta,8,59,150,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,28,89,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,4,9,45,N,30305,23394,22999,21380,100.4,6.4,0,3635,549848,2733,1237,789677,9357.6,26,0.277849021
1,1,1,Atlanta,1,15,51,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,4,148,99,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,9,99,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,1,Atlanta,2,10,45,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,4,110,65,N,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,20,58,N,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,2,2,Atlanta,6,20,189,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,35,75,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
2,4,4,Atlanta,10,70,500,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,5,110,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,7,Atlanta,6,14,185,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,21,40,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
2,2,2,Atlanta,6,5,169,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,4,9,60,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,9,75,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,2,Atlanta,5,8,97,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,10,55,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,11,99,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,3,3,Atlanta,6,39,108,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,174,45,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,2,2,Atlanta,4,17,125,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,2,Atlanta,4,85,79,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,2,Atlanta,2,10,79,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,2,2,Atlanta,3,28,45,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Decatur,1,32,65,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,3,98,125,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,2,2,Atlanta,4,13,145,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,3,48,100,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,2,2,Atlanta,5,27,129,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,2,1,Atlanta,6,5,50,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,31,75,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
2,2,2,Atlanta,4,3,289,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,44,57,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,2,2,Atlanta,5,3,120,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,64,90,N,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,2,12,99,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,2,2,Atlanta,4,10,95,Y,30305,23394,22999,21380,100.4,6.4,0,3635,549848,2733,1237,789677,9357.6,26,0.277849021
1,1,1,Atlanta,2,19,88,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,2,2,Atlanta,4,34,90,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,4,5,Atlanta,9,13,499,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,5,30,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,2,2,Atlanta,6,5,99,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,1,Atlanta,2,42,55,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
4,6,8,Atlanta,14,93,680,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
3,5,8,Atlanta,10,38,240,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,2,Atlanta,5,135,186,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,3,149,N,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Boston,2,76,45,Y,30032,49422,47222,59912,95,13.6,0,3624,99004,1122,919,124282,19768.8,2,0.010116952
2,2,3,Atlanta,6,17,140,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,17,25,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,2,Atlanta,4,4,35,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,202,50,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,4,24,65,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,2,2,Atlanta,4,39,100,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,2,2,Atlanta,4,63,129,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,4,3,Atlanta,8,3,450,Y,30305,23394,22999,21380,100.4,6.4,0,3635,549848,2733,1237,789677,9357.6,26,0.277849021
1,1,1,Atlanta,4,21,95,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,3,424,69,N,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,2,2,Atlanta,4,10,45,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,3,94,75,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,5,8,85,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,2,2,Atlanta,6,8,91,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,1,Atlanta,2,5,37,Y,30315,34193,33857,40288,96.4,11.3,0,3022,101446,1177,824,156424,13677.2,15,0.10967157
1,1,1,Atlanta,2,25,50,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
2,2,3,Atlanta,6,41,179,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,2,Atlanta,4,7,170,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,162,48,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,1,Atlanta,2,25,74,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,4,9,85,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,2,2,Atlanta,6,10,131,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,81,46,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,39,79,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
2,3,6,Atlanta,10,154,151,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
2,3,4,Atlanta,6,63,107,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,2,Atlanta,4,27,60,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,97,67,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,2,9,32,Y,30315,34193,33857,40288,96.4,11.3,0,3022,101446,1177,824,156424,13677.2,15,0.10967157
1,1,1,Atlanta,2,49,44,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,2,Atlanta,3,185,55,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
3,4,5,Atlanta,10,19,795,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,28,75,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,3,Atlanta,4,23,123,N,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,2,154,67,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,3,3,Atlanta,6,21,60,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,2,Atlanta,2,120,42,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,2,Atlanta,4,63,135,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,2,Atlanta,5,4,79,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,4,42,160,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,3,4,Atlanta,6,13,168,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,12,130,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,4,Atlanta,6,203,79,N,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,2,Atlanta,4,28,69,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,2,2,Atlanta,4,27,105,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,2,2,Atlanta,4,24,69,N,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,3,3,Atlanta,6,30,189,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,8,54,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,3,4,Atlanta,8,18,110,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,2,Atlanta,2,20,70,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
3,5,12,Atlanta,16,3,406,N,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,3,8,69,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,49,58,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,4,90,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,13,59,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,1,1,Atlanta,3,41,165,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,2,Atlanta,4,11,100,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,2,2,Atlanta,4,4,215,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
2,2,3,Atlanta,8,60,112,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,3,Atlanta,6,25,100,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,26,66,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,145,79,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,14,36,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,2,3,Atlanta,6,9,69,N,30318,49983,49736,53229,97.5,20.4,0.2,2454,195566,1626,1053,192009,19993.2,18,0.09003061
1,1,3,Atlanta,4,27,79,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,3,4,Atlanta,8,11,212,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,9,129,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,2,3,Atlanta,6,6,147,N,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,106,120,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,1,5,60,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,35,79,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,4,38,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,4,Atlanta,7,8,175,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,2,251,49,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
3,4,5,Atlanta,8,67,425,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,3,5,75,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,15,65,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,4,32,45,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,4,50,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,14,39,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,3,4,Atlanta,8,18,235,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,3,Atlanta,4,5,52,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,2,Atlanta,2,9,100,N,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,4,6,89,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
2,1,1,Atlanta,3,88,71,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,2,2,Atlanta,6,30,170,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,2,2,Atlanta,4,10,140,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,2,2,Atlanta,6,9,154,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,2,25,65,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
